id	accession	organism_code	organism_name	order	uniprot_length	module_len	tail_len	total_len
A0A263E249_9PSEU/2-69	A0A263E249	9PSEU		None		32	36	68
A0A931HMR1_9NOCA/2-63	A0A931HMR1	9NOCA		None		32	30	62
A0A1T4N452_9ACTN/2-86	A0A1T4N452	9ACTN	Marinactinospora thermotolerans DSM 45154	Streptosporangiales	89	32	53	85
A0A6I5X9K8_9MICO/2-62	A0A6I5X9K8	9MICO		None		32	29	61
A0A4Y3RVM3_9ACTN/2-78	A0A4Y3RVM3	9ACTN	Streptomyces gardneri	Kitasatosporales	83	32	45	77
A0A0N9IGW4_9PSEU/2-60	A0A0N9IGW4	9PSEU	Kibdelosporangium phytohabitans	Pseudonocardiales	60	32	27	59
A0A147EA32_9MICC/2-67	A0A147EA32	9MICC	Rothia kristinae	Micrococcales	68	32	34	66
A0A944KK38_9MICO/2-72	A0A944KK38	9MICO		None		32	39	71
A0A5B7WXW0_9MICC/2-70	A0A5B7WXW0	9MICC	Glutamicibacter creatinolyticus	Micrococcales	75	32	37	69
A0A1I0I3W4_9ACTN/2-67	A0A1I0I3W4	9ACTN	Nonomuraea wenchangensis	Streptosporangiales	73	32	34	66
A0A0B5DCW0_9ACTN/2-78	A0A0B5DCW0	9ACTN	Streptomyces nodosus	Kitasatosporales	82	32	45	77
A0A9W6HM43_9MICO/2-60	A0A9W6HM43	9MICO	Microbacterium dextranolyticum	Micrococcales	60	32	27	59
A0A383S4C2_9ACTN/2-63	A0A383S4C2	9ACTN	Propionibacterium australiense	Propionibacteriales	66	32	30	62
A0A4S5ET93_9ACTN/2-65	A0A4S5ET93	9ACTN	Candidatus Frankia alpina	Frankiales	68	32	32	64
A0A927MV41_9ACTN/2-65	A0A927MV41	9ACTN	Actinopolymorpha pittospori	Propionibacteriales	68	32	32	64
A0A285M0R4_9NOCA/2-70	A0A285M0R4	9NOCA	Nocardia amikacinitolerans	Mycobacteriales	70	32	37	69
A0A9X1LN17_9MICO/2-62	A0A9X1LN17	9MICO	Microbacterium tenebrionis	Micrococcales	62	32	29	61
A0A0T1S9L4_9ACTN/2-79	A0A0T1S9L4	9ACTN		None		32	46	78
A0A5B7RHJ3_9ACTN/2-62	A0A5B7RHJ3	9ACTN		None		32	29	61
A0A2R7R9Z3_9MICC/2-73	A0A2R7R9Z3	9MICC		None		32	40	72
A0A0F7N5L0_9ACTN/2-86	A0A0F7N5L0	9ACTN		None		32	53	85
A0A1Y5XIK3_KIBAR/2-58	A0A1Y5XIK3	KIBAR	Kibdelosporangium aridum	Pseudonocardiales	58	32	25	57
F6EKI4_HOYSD/2-68	F6EKI4	HOYSD	Hoyosella subflava (strain DSM 45089 / JCM 17490 / NBRC 109087 / DQS3-9A1) (Amycolicicoccus subflavus)	Mycobacteriales	71	32	35	67
A0A8J3WZI4_9ACTN/2-63	A0A8J3WZI4	9ACTN	Planosporangium mesophilum	Micromonosporales	64	32	30	62
A0A0F2C5N0_9MICO/2-61	A0A0F2C5N0	9MICO		None		32	28	60
A0A7X0M7A6_9ACTN/2-55	A0A7X0M7A6	9ACTN	Sphaerisporangium rubeum	Streptosporangiales	55	32	22	54
A0A1H3IFH5_9ACTN/2-70	A0A1H3IFH5	9ACTN		None		32	37	69
A0A317JV09_9ACTN/2-68	A0A317JV09	9ACTN	Micromonospora globispora	Micromonosporales	71	32	35	67
A0A495JLZ6_9ACTN/2-68	A0A495JLZ6	9ACTN	Micromonospora pisi	Micromonosporales	72	32	35	67
A0A919UK65_9ACTN/2-72	A0A919UK65	9ACTN	Acrocarpospora phusangensis	Streptosporangiales	77	32	39	71
A0A0C5B7P6_9MICO/2-63	A0A0C5B7P6	9MICO	Rathayibacter toxicus	Micrococcales	65	32	30	62
A0A1Q5KW83_9ACTN/2-80	A0A1Q5KW83	9ACTN		None		32	47	79
A0A212U7S0_9MICO/2-66	A0A212U7S0	9MICO	Kytococcus aerolatus	Micrococcales	67	32	33	65
U1MV34_9MICO/2-65	U1MV34	9MICO	Agrococcus pavilionensis RW1	Micrococcales	70	32	32	64
A0A1V4A4W2_9ACTN/2-64	A0A1V4A4W2	9ACTN	Streptomyces tsukubensis	Kitasatosporales	86	32	31	63
A0A2T9XST2_9CELL/2-67	A0A2T9XST2	9CELL		None		32	34	66
A0A939TU01_9MICO/2-66	A0A939TU01	9MICO	Leucobacter tardus	Micrococcales	66	32	33	65
A0A0M2HVQ3_9MICO/2-63	A0A0M2HVQ3	9MICO	Microbacterium hydrocarbonoxydans	Micrococcales	63	32	30	62
A0A1S9M8T4_9MICC/2-73	A0A1S9M8T4	9MICC		None		32	40	72
A0A4R5KSK4_9MICC/2-74	A0A4R5KSK4	9MICC	Arthrobacter terricola	Micrococcales	77	32	41	73
A0A919GFS1_9ACTN/44-122	A0A919GFS1	9ACTN	Streptomyces capitiformicae	Kitasatosporales	127	32	47	79
A0A0M8T2Q3_9ACTN/2-67	A0A0M8T2Q3	9ACTN		None		32	34	66
A0R4D7_MYCS2/2-57	A0R4D7	MYCS2	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	Mycobacteriales	57	32	24	56
A0A934SKU6_9MICO/2-73	A0A934SKU6	9MICO	Lacisediminihabitans changchengi	Micrococcales	77	32	40	72
A0A2A9EPN3_9MICO/32-90	A0A2A9EPN3	9MICO	Georgenia soli	Allobogoriellales	93	32	27	59
A0A1J4NAW5_9ACTN/2-61	A0A1J4NAW5	9ACTN	Nocardioides luteus	Propionibacteriales	63	32	28	60
A0A087DDX8_9BIFI/2-87	A0A087DDX8	9BIFI	Bifidobacterium scardovii	Bifidobacteriales	134	32	54	86
A0A2N6U1S1_9MICO/2-62	A0A2N6U1S1	9MICO		None		32	29	61
Q8FMM9_COREF/2-69	Q8FMM9	COREF	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	Mycobacteriales	70	32	36	68
A0A7Y0JWF3_9ACTN/2-68	A0A7Y0JWF3	9ACTN		None		32	35	67
D2Q6X8_BIFDB/2-86	D2Q6X8	BIFDB	Bifidobacterium dentium (strain ATCC 27534 / DSM 20436 / JCM 1195 / Bd1)	Bifidobacteriales	124	32	53	85
E0QP13_9ACTO/2-83	E0QP13	9ACTO	Mobiluncus mulieris ATCC 35239	Actinomycetales	91	32	50	82
A0A7M4DFS8_9MICO/2-60	A0A7M4DFS8	9MICO	Occultella aeris	Micrococcales	63	32	27	59
M0QM04_9ACTN/2-59	M0QM04	9ACTN	Gordonia soli NBRC 108243	Mycobacteriales	59	32	26	58
A0A1G8H3F1_9ACTN/2-70	A0A1G8H3F1	9ACTN	Sinosporangium album	Streptosporangiales	77	32	37	69
A0A7H0HU57_9ACTN/2-84	A0A7H0HU57	9ACTN	Streptomyces genisteinicus	Kitasatosporales	87	32	51	83
A0A2U1T181_9MICO/2-64	A0A2U1T181	9MICO	Homoserinimonas hongtaonis	Micrococcales	66	32	31	63
A0A4R9ABP1_9MICO/2-91	A0A4R9ABP1	9MICO	Cryobacterium frigoriphilum	Micrococcales	96	32	58	90
A0A0W7WCF5_9MICO/2-63	A0A0W7WCF5	9MICO		None		32	30	62
A0A387BLH7_9MICO/2-68	A0A387BLH7	9MICO	Gryllotalpicola protaetiae	Micrococcales	72	32	35	67
A0A3E2YTA9_9ACTN/2-65	A0A3E2YTA9	9ACTN		None		32	32	64
A0A5M3XY83_9ACTN/2-56	A0A5M3XY83	9ACTN	Acrocarpospora pleiomorpha	Streptosporangiales	57	31	24	55
A0A3A4AYP5_9ACTN/2-64	A0A3A4AYP5	9ACTN	Bailinhaonella thermotolerans	Streptosporangiales	76	32	31	63
A0A3N1QM36_9MICO/2-72	A0A3N1QM36	9MICO		None		32	39	71
A0A5A7SAK1_9NOCA/2-66	A0A5A7SAK1	9NOCA	Antrihabitans cavernicola	Mycobacteriales	66	32	33	65
A0A3A5HBQ5_9ACTN/2-63	A0A3A5HBQ5	9ACTN	Nocardioides cavernaquae	Propionibacteriales	64	32	30	62
A0A939KN27_9MICC/2-67	A0A939KN27	9MICC	Arthrobacter cavernae	Micrococcales	74	32	34	66
A0A4Q7UPI8_PSEST/2-67	A0A4Q7UPI8	PSEST	Pseudonocardia sediminis	Pseudonocardiales	70	32	34	66
A0A974ZLZ2_9MICC/2-69	A0A974ZLZ2	9MICC		None		32	36	68
A0A0M8UUK7_9ACTN/2-64	A0A0M8UUK7	9ACTN		None		32	31	63
A0A2P8DQV2_9ACTN/2-71	A0A2P8DQV2	9ACTN	Murinocardiopsis flavida	Streptosporangiales	85	32	38	70
A0A3E0VLJ2_9MICO/2-75	A0A3E0VLJ2	9MICO	Subtercola boreus	Micrococcales	88	32	42	74
A0A6I4NBK9_9ACTN/2-65	A0A6I4NBK9	9ACTN		None		32	32	64
A0A239MQM8_9ACTN/2-73	A0A239MQM8	9ACTN	Asanoa hainanensis	Micromonosporales	74	32	40	72
A0A2A9E8X0_9MICO/2-65	A0A2A9E8X0	9MICO	Sanguibacter antarcticus	Micrococcales	68	32	32	64
A0A2M9HCB0_9BIFI/2-81	A0A2M9HCB0	9BIFI	Bifidobacterium simiarum	Bifidobacteriales	186	32	48	80
A0A1H8IR28_9ACTN/2-64	A0A1H8IR28	9ACTN	Nonomuraea pusilla	Streptosporangiales	76	32	31	63
A0A8T4FFA8_9ACTN/2-55	A0A8T4FFA8	9ACTN		None		32	22	54
A0A0K1RE79_9CORY/2-81	A0A0K1RE79	9CORY	Corynebacterium riegelii	Mycobacteriales	81	32	48	80
A0A917Y5F9_9ACTN/44-106	A0A917Y5F9	9ACTN	Streptomyces albiflavescens	Kitasatosporales	126	32	31	63
A0A7W7C7I8_9PSEU/2-65	A0A7W7C7I8	9PSEU	Crossiella cryophila	Pseudonocardiales	66	32	32	64
A0A0M9ZV88_9NOCA/2-61	A0A0M9ZV88	9NOCA		None		32	28	60
A0A087BD43_9BIFI/2-85	A0A087BD43	9BIFI	Bifidobacterium merycicum	Bifidobacteriales	124	32	52	84
A0A261F853_9BIFI/2-70	A0A261F853	9BIFI	Aeriscardovia aeriphila	Bifidobacteriales	127	32	37	69
A0A378TDY0_9MYCO/2-61	A0A378TDY0	9MYCO	Mycolicibacterium tokaiense	Mycobacteriales	61	32	28	60
A0A4P6TXF0_STRSO/2-80	A0A4P6TXF0	STRSO	Streptomyces seoulensis	Kitasatosporales	83	32	47	79
A0AA41XJ84_9MICO/2-64	A0AA41XJ84	9MICO	Herbiconiux oxytropis	Micrococcales	66	32	31	63
A0A810MZC5_9ACTN/23-87	A0A810MZC5	9ACTN	Polymorphospora rubra	Micromonosporales	91	32	33	65
G4CVN2_9ACTN/42-104	G4CVN2	9ACTN	Cutibacterium avidum ATCC 25577	Propionibacteriales	107	32	31	63
A0A2G8BEY6_9MYCO/2-63	A0A2G8BEY6	9MYCO	Mycobacterium heckeshornense	Mycobacteriales	63	32	30	62
A0A7V8NDV6_9ACTN/2-66	A0A7V8NDV6	9ACTN		None		32	33	65
A0A4R9BB91_9MICO/2-78	A0A4R9BB91	9MICO	Cryobacterium fucosi	Micrococcales	81	32	45	77
A0A095WY50_9ACTO/2-63	A0A095WY50	9ACTO		None		32	30	62
A0A1Q4VR77_9ACTN/2-85	A0A1Q4VR77	9ACTN		None		32	52	84
A0A1A9IXD9_9ACTN/2-81	A0A1A9IXD9	9ACTN		None		32	48	80
A0A964USE4_9ACTN/2-64	A0A964USE4	9ACTN	Streptomyces boluensis	Kitasatosporales	85	32	31	63
E5XV74_SEGRC/18-70	E5XV74	SEGRC	Segniliparus rugosus (strain ATCC BAA-974 / DSM 45345 / CCUG 50838 / CIP 108380 / JCM 13579 / CDC 945)	Mycobacteriales	70	32	21	53
A0A4Q8ADR6_9MICC/2-66	A0A4Q8ADR6	9MICC	Zhihengliuella halotolerans	Micrococcales	67	32	33	65
A0A4R4ND40_9ACTN/2-54	A0A4R4ND40	9ACTN	Nonomuraea longispora	Streptosporangiales	54	32	21	53
A0A6N7EIC8_9MICO/2-61	A0A6N7EIC8	9MICO	Georgenia subflava	Allobogoriellales	62	32	28	60
A0A918L9D3_9PSEU/2-62	A0A918L9D3	9PSEU	Actinokineospora fastidiosa	Pseudonocardiales	62	32	29	61
A0A7S8MXW9_9MICO/2-61	A0A7S8MXW9	9MICO	Microbacterium schleiferi	Micrococcales	61	32	28	60
A0A1M6UVL2_9ACTN/2-70	A0A1M6UVL2	9ACTN	Nocardiopsis flavescens	Streptosporangiales	73	32	37	69
M1UGY3_9CORY/2-59	M1UGY3	9CORY	Corynebacterium callunae DSM 20147	Mycobacteriales	72	32	26	58
A0A1N6U903_9ACTN/2-67	A0A1N6U903	9ACTN	Micromonospora avicenniae	Micromonosporales	71	32	34	66
A0A6G9H0Z5_9ACTN/2-79	A0A6G9H0Z5	9ACTN	Streptomyces liangshanensis	Kitasatosporales	83	32	46	78
A0A0X3V065_9ACTN/2-78	A0A0X3V065	9ACTN		None		32	45	77
A0A401MH32_9ACTN/2-80	A0A401MH32	9ACTN		None		32	47	79
A0A1M7REE1_9ACTN/2-63	A0A1M7REE1	9ACTN	Cryptosporangium aurantiacum	Cryptosporangiales	64	32	30	62
A0A1I5UYM7_9ACTN/2-68	A0A1I5UYM7	9ACTN	Geodermatophilus dictyosporus	Geodermatophilales	70	32	35	67
A0A8T4HN30_9ACTN/2-63	A0A8T4HN30	9ACTN		None		32	30	62
A0A7K0BUF9_9ACTN/2-64	A0A7K0BUF9	9ACTN	Actinomadura macrotermitis	Streptosporangiales	69	32	31	63
A0A495XW51_9MICO/2-65	A0A495XW51	9MICO	Terracoccus luteus	Micrococcales	69	32	32	64
A0A261CZD8_9NOCA/2-59	A0A261CZD8	9NOCA		None		32	26	58
F8JVL7_STREN/2-81	F8JVL7	STREN	Streptantibioticus cattleyicolor (strain ATCC 35852 / DSM 46488 / JCM 4925 / NBRC 14057 / NRRL 8057) (Streptomyces cattleya)	Kitasatosporales	83	32	48	80
A0A261EQF1_9BIFI/43-133	A0A261EQF1	9BIFI	Bombiscardovia coagulans	Bifidobacteriales	251	32	59	91
A0A1S2K0G2_9ACTN/2-64	A0A1S2K0G2	9ACTN		None		32	31	63
A0A542XF76_9MICO/2-64	A0A542XF76	9MICO	Barrientosiimonas humi	Micrococcales	68	32	31	63
A0A5J5L120_9MICC/2-69	A0A5J5L120	9MICC	Kocuria coralli	Micrococcales	69	32	36	68
A0A516X197_9ACTN/2-66	A0A516X197	9ACTN	Tomitella fengzijianii	Mycobacteriales	66	32	33	65
A0A6G7XEU6_9MICO/2-62	A0A6G7XEU6	9MICO	Leucobacter viscericola	Micrococcales	62	32	29	61
A0A1H1W5F7_9CELL/2-61	A0A1H1W5F7	9CELL	Paraoerskovia marina	Micrococcales	61	32	28	60
G7GTR1_9ACTN/2-58	G7GTR1	9ACTN	Gordonia amarae NBRC 15530	Mycobacteriales	58	32	25	57
A0A926KAY7_9MICO/2-62	A0A926KAY7	9MICO		None		32	29	61
A0A2S4YMQ8_9ACTN/2-65	A0A2S4YMQ8	9ACTN		None		32	32	64
A0A233SCD1_STRDA/2-65	A0A233SCD1	STRDA	Streptomyces diastatochromogenes	Kitasatosporales	83	32	32	64
A0A917RQR5_9ACTN/24-80	A0A917RQR5	9ACTN	Sphaerisporangium melleum	Streptosporangiales	83	31	26	57
A0A3M9MI83_9MICO/2-61	A0A3M9MI83	9MICO	Flexivirga caeni	Micrococcales	64	32	28	60
A0A4U0SSF3_9ACTN/2-84	A0A4U0SSF3	9ACTN	Actinacidiphila oryziradicis	Kitasatosporales	86	32	51	83
A0A0B6TTV0_9CORY/2-62	A0A0B6TTV0	9CORY	Corynebacterium marinum DSM 44953	Mycobacteriales	79	32	29	61
A0A366K7S4_9BIFI/2-101	A0A366K7S4	9BIFI	Bifidobacterium aemilianum	Bifidobacteriales	227	32	68	100
A0A541BPM4_9NOCA/2-68	A0A541BPM4	9NOCA	Rhodococcus spelaei	Mycobacteriales	68	32	35	67
A0A6G2RXR1_9ACTN/2-63	A0A6G2RXR1	9ACTN		None		32	30	62
A0A1M6YSQ4_9ACTN/2-66	A0A1M6YSQ4	9ACTN	Actinacidiphila paucisporea	Kitasatosporales	89	32	33	65
A0A5B8JIR6_9ACTN/2-81	A0A5B8JIR6	9ACTN	Streptomyces qinzhouensis	Kitasatosporales	84	32	48	80
A0A918QKE0_9ACTN/50-113	A0A918QKE0	9ACTN	Streptomyces inusitatus	Kitasatosporales	132	32	32	64
A0A2U9P3B4_STRAS/2-64	A0A2U9P3B4	STRAS	Streptomyces actuosus	Kitasatosporales	83	32	31	63
A0A066Z1V7_9ACTN/2-76	A0A066Z1V7	9ACTN	Kitasatospora cheerisanensis KCTC 2395	Kitasatosporales	79	32	43	75
A0A368W095_9ACTN/2-60	A0A368W095	9ACTN	Halopolyspora algeriensis	None	60	32	27	59
A0A7I7KYV4_9MYCO/2-55	A0A7I7KYV4	9MYCO	Mycobacterium cookii	Mycobacteriales	55	32	22	54
A0A4Y9FPX2_9MICO/2-65	A0A4Y9FPX2	9MICO	Microbacterium paludicola	Micrococcales	66	32	32	64
A0A849CCJ4_9NOCA/2-74	A0A849CCJ4	9NOCA	Nocardia uniformis	Mycobacteriales	74	32	41	73
A0A0Q6Q315_9MICO/2-66	A0A0Q6Q315	9MICO		None		32	33	65
A0A4Z1E7T8_9MICO/2-65	A0A4Z1E7T8	9MICO	Serinibacter arcticus	Micrococcales	68	32	32	64
A0A3D9SSI6_9ACTN/2-70	A0A3D9SSI6	9ACTN	Thermomonospora umbrina	Streptosporangiales	72	32	37	69
A0A939LXP8_9MICO/2-60	A0A939LXP8	9MICO	Leucobacter ruminantium	Micrococcales	60	32	27	59
A5U0J9_MYCTA/2-60	A5U0J9	MYCTA	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	Mycobacteriales	60	32	27	59
A0A251YR57_9MICO/2-64	A0A251YR57	9MICO	Clavibacter michiganensis	Micrococcales	69	32	31	63
A0A918YHW5_9ACTN/55-136	A0A918YHW5	9ACTN	Streptomyces alanosinicus	Kitasatosporales	138	32	50	82
A0A8H9LGI9_9ACTN/2-64	A0A8H9LGI9	9ACTN	Microbispora bryophytorum	Streptosporangiales	76	32	31	63
A0A2G5P7P6_9MYCO/2-54	A0A2G5P7P6	9MYCO	Mycolicibacterium brumae	Mycobacteriales	54	32	21	53
A0A0Q5M717_9MICO/2-70	A0A0Q5M717	9MICO		None		32	37	69
A0A4Y4DRZ5_GLUUR/2-72	A0A4Y4DRZ5	GLUUR	Glutamicibacter uratoxydans (Arthrobacter uratoxydans)	Micrococcales	72	32	39	71
A0A944EDG9_9ACTN/2-64	A0A944EDG9	9ACTN		None		32	31	63
R4T6A2_9PSEU/2-61	R4T6A2	9PSEU	Amycolatopsis keratiniphila	Pseudonocardiales	61	32	28	60
A0A160KVI3_9MICO/2-64	A0A160KVI3	9MICO	Rathayibacter tritici	Micrococcales	65	32	31	63
A0A5Q3QBB7_9PSEU/2-60	A0A5Q3QBB7	9PSEU	Allosaccharopolyspora coralli	Pseudonocardiales	60	32	27	59
A0A6I1Z475_9ACTN/2-80	A0A6I1Z475	9ACTN		None		32	47	79
A0A7K2JTZ8_9ACTN/2-78	A0A7K2JTZ8	9ACTN		None		32	45	77
A0A917UPY5_9MICO/2-64	A0A917UPY5	9MICO	Agromyces bauzanensis	Micrococcales	67	32	31	63
A0A6G8G000_9MICO/2-58	A0A6G8G000	9MICO		None		32	25	57
A0A0Q5QSA8_9NOCA/2-59	A0A0Q5QSA8	9NOCA		None		32	26	58
G8RWI6_MYCRN/2-58	G8RWI6	MYCRN	Mycolicibacterium rhodesiae (strain NBB3) (Mycobacterium rhodesiae)	Mycobacteriales	58	32	25	57
A0A1H1LA82_9CORY/2-58	A0A1H1LA82	9CORY	Corynebacterium timonense	Mycobacteriales	61	32	25	57
A0A3N0CAN8_9MICC/2-74	A0A3N0CAN8	9MICC	Arthrobacter oryzae	Micrococcales	77	32	41	73
A0A5S4GNU9_9ACTN/2-56	A0A5S4GNU9	9ACTN	Nonomuraea zeae	Streptosporangiales	56	32	23	55
A0A133ZH46_9CORY/42-116	A0A133ZH46	9CORY		None		32	43	75
A0A1L7CUF9_9CORY/4-77	A0A1L7CUF9	9CORY	Corynebacterium frankenforstense DSM 45800	Mycobacteriales	82	32	42	74
A0A938XXV4_9ACTN/2-59	A0A938XXV4	9ACTN	Nocardioides faecalis	Propionibacteriales	59	32	26	58
A0A4P6UAK1_9NOCA/2-71	A0A4P6UAK1	9NOCA		None		32	38	70
A0A2T1A2I9_9ACTN/2-67	A0A2T1A2I9	9ACTN	Antricoccus suffuscus	Geodermatophilales	74	32	34	66
A0A5S4H720_9ACTN/2-63	A0A5S4H720	9ACTN	Nonomuraea zeae	Streptosporangiales	77	32	30	62
A0A917LDR7_9ACTN/44-127	A0A917LDR7	9ACTN	Streptomyces lacrimifluminis	Kitasatosporales	130	32	52	84
A0A1H4KVK5_9MICC/2-78	A0A1H4KVK5	9MICC	Arthrobacter woluwensis	Micrococcales	82	32	45	77
A0A937EHX2_9ACTN/2-64	A0A937EHX2	9ACTN	Streptomyces actinomycinicus	Kitasatosporales	82	32	31	63
A0A852X369_9MICO/2-64	A0A852X369	9MICO	Janibacter alkaliphilus	Micrococcales	66	32	31	63
H6RRF5_BLASD/1-61	H6RRF5	BLASD	Blastococcus saxobsidens (strain DD2)	Geodermatophilales	62	21	40	61
A0A4P9J870_9MICC/2-71	A0A4P9J870	9MICC		None		32	38	70
A0A3G6IY94_9CORY/2-53	A0A3G6IY94	9CORY	Corynebacterium gerontici	Mycobacteriales	53	32	20	52
A0A7G9R1P8_9MICO/2-59	A0A7G9R1P8	9MICO	Phycicoccus endophyticus	Micrococcales	62	32	26	58
A0A6H0CP74_9ACTN/2-79	A0A6H0CP74	9ACTN		None		32	46	78
A0A4Q7M4K9_9MICO/2-64	A0A4Q7M4K9	9MICO	Xylanimonas ulmi	Micrococcales	65	32	31	63
A0A0N8HBE8_9ACTN/2-64	A0A0N8HBE8	9ACTN		None		32	31	63
A0A3N4ZRZ6_9ACTN/2-82	A0A3N4ZRZ6	9ACTN		None		32	49	81
A0A2A4KFG1_9ACTN/2-64	A0A2A4KFG1	9ACTN		None		32	31	63
A0A367A5C9_9ACTN/2-73	A0A367A5C9	9ACTN		None		32	40	72
A0A8J3RCY4_9ACTN/2-73	A0A8J3RCY4	9ACTN	Sphaerimonospora thailandensis	Streptosporangiales	79	32	40	72
A0A919NW32_9ACTN/2-69	A0A919NW32	9ACTN	Paractinoplanes tereljensis	Micromonosporales	71	32	36	68
A0A7Z0VSC4_9ACTO/2-89	A0A7Z0VSC4	9ACTO		None		32	56	88
A0A7K2ZHZ1_9ACTN/2-65	A0A7K2ZHZ1	9ACTN		None		32	32	64
A0A5C4Y0Z5_9ACTN/2-63	A0A5C4Y0Z5	9ACTN		None		32	30	62
S2YXH2_9ACTN/2-78	S2YXH2	9ACTN		None		32	45	77
A0A4R6G9Y4_9MICO/2-58	A0A4R6G9Y4	9MICO		None		32	25	57
A0A917K8P1_9PSEU/2-61	A0A917K8P1	9PSEU	Saccharopolyspora thermophila	Pseudonocardiales	62	32	28	60
A0A1Q5B937_9ACTN/2-68	A0A1Q5B937	9ACTN		None		32	35	67
A0A7W7Q4D2_9PSEU/2-58	A0A7W7Q4D2	9PSEU	Actinophytocola algeriensis	Pseudonocardiales	58	32	25	57
A0A4Q5N072_9MICO/2-68	A0A4Q5N072	9MICO	Pengzhenrongella frigida	Micrococcales	69	32	35	67
C4LH60_CORK4/2-60	C4LH60	CORK4	Corynebacterium kroppenstedtii (strain DSM 44385 / JCM 11950 / CIP 105744 / CCUG 35717)	Mycobacteriales	60	32	27	59
A0A1Q5MSI6_9ACTN/2-81	A0A1Q5MSI6	9ACTN		None		32	48	80
A0A1G8N9X3_9ACTN/2-64	A0A1G8N9X3	9ACTN		None		33	30	63
A0A9X2HGV8_9MICC/2-69	A0A9X2HGV8	9MICC	Rothia santali	Micrococcales	69	32	36	68
A0A7K1H112_9ACTN/2-67	A0A7K1H112	9ACTN		None		32	34	66
A0A9W6RMQ6_9ACTN/2-72	A0A9W6RMQ6	9ACTN	Actinoallomurus iriomotensis	Streptosporangiales	76	32	39	71
A0A7K2ZWQ9_9ACTN/2-68	A0A7K2ZWQ9	9ACTN		None		32	35	67
A0A3D9V5E8_THECX/2-65	A0A3D9V5E8	THECX	Thermasporomyces composti	Propionibacteriales	67	32	32	64
A0A918XZG7_9ACTN/2-81	A0A918XZG7	9ACTN	Streptomyces naganishii JCM 4654	Kitasatosporales	83	32	48	80
A0A1T3NYG0_9ACTN/2-82	A0A1T3NYG0	9ACTN	Embleya scabrispora	Kitasatosporales	83	32	49	81
A0A918DWL6_9ACTN/2-77	A0A918DWL6	9ACTN	Wenjunlia tyrosinilytica	Kitasatosporales	84	32	44	76
A0A379M4Z4_9NOCA/2-63	A0A379M4Z4	9NOCA	Rhodococcus gordoniae	Mycobacteriales	63	32	30	62
A0A1A1ZBK6_9MYCO/2-60	A0A1A1ZBK6	9MYCO		None		32	27	59
A0A3Q8WTQ1_9ACTO/2-64	A0A3Q8WTQ1	9ACTO	Flaviflexus salsibiostraticola	Actinomycetales	69	32	31	63
A0A5N8XJM0_9ACTN/2-64	A0A5N8XJM0	9ACTN	Streptomyces spongiae	Kitasatosporales	84	32	31	63
A0A941AYU5_9ACTN/2-79	A0A941AYU5	9ACTN	Streptomyces tagetis	Kitasatosporales	82	32	46	78
A0A2S9QPX0_9MICO/2-60	A0A2S9QPX0	9MICO	Leucobacter massiliensis	Micrococcales	60	32	27	59
A0A919M7K7_9ACTN/2-67	A0A919M7K7	9ACTN	Actinoplanes cyaneus	Micromonosporales	71	32	34	66
A0A448HGV5_9ACTO/2-67	A0A448HGV5	9ACTO	Actinomyces howellii	Actinomycetales	71	32	34	66
A0A6B2RX62_9ACTN/2-64	A0A6B2RX62	9ACTN		None		32	31	63
A0A0D0X037_9ACTN/2-66	A0A0D0X037	9ACTN	Micromonospora haikouensis	Micromonosporales	71	32	33	65
A0A916XIT1_9ACTN/2-69	A0A916XIT1	9ACTN	Hoyosella rhizosphaerae	Mycobacteriales	69	32	36	68
A0A512PBZ4_9CELL/2-65	A0A512PBZ4	9CELL	Cellulomonas soli	Micrococcales	68	32	32	64
A0A2I0SH20_9ACTN/2-81	A0A2I0SH20	9ACTN	Streptomyces populi	Kitasatosporales	84	32	48	80
A0A179B242_9ACTO/2-65	A0A179B242	9ACTO	Peptidiphaga gingivicola	Actinomycetales	67	32	32	64
A0A1B9EJF0_9ACTN/2-64	A0A1B9EJF0	9ACTN		None		32	31	63
A0A848RVN6_9MICO/2-65	A0A848RVN6	9MICO		None		32	32	64
A0A4R7UY77_9PSEU/2-61	A0A4R7UY77	9PSEU	Actinophytocola oryzae	Pseudonocardiales	61	32	28	60
A0A4Q5IX50_9ACTN/2-61	A0A4Q5IX50	9ACTN	Nocardioides iriomotensis	Propionibacteriales	65	32	28	60
A0A7W7CWJ7_9ACTN/1-56	A0A7W7CWJ7	9ACTN	Paractinoplanes abujensis	Micromonosporales	58	21	35	56
A0A1I5B5S9_9MICO/2-60	A0A1I5B5S9	9MICO	Mycetocola miduiensis	Micrococcales	64	32	27	59
A0A6L4WYZ2_9BIFI/2-86	A0A6L4WYZ2	9BIFI	Bifidobacterium ramosum	Bifidobacteriales	129	32	53	85
A0A1H9VR76_9MICO/2-62	A0A1H9VR76	9MICO	Pedococcus cremeus	Micrococcales	65	32	29	61
